col0,col1,col2,col3,col4
Pontremolese railway,Rete Ferroviaria Italiana,1892-01-01,Trenitalia,La Spezia
Reggio Emilia–Sassuolo railway,Ferrovie Emilia Romagna,1883-01-01,TPER,Sassuolo
Piacenza–Cremona railway,Rete Ferroviaria Italiana,1933-01-01,Trenitalia,Cremona
Parma–Suzzara railway,Ferrovie Emilia Romagna,1883-01-01,TPER,Parma
Pontremolese railway,Rete Ferroviaria Italiana,1892-01-01,Trenitalia,Parma
Florence–Faenza railway,Rete Ferroviaria Italiana,1888-01-01,Trenitalia,Florence
Verona–Modena railway,Rete Ferroviaria Italiana,1851-01-01,Trenitalia,Verona
Padua–Bologna railway,Rete Ferroviaria Italiana,1862-01-01,Trenitalia,Padua
Verona–Modena railway,Rete Ferroviaria Italiana,1851-01-01,Trenitalia,Modena
FrontRunner,Utah Transit Authority,2008-04-26,Utah Transit Authority,Provo
Carlingford Line,Sydney Trains,1888-11-17,Sydney Trains,Carlingford
Aosta–Pré-Saint-Didier railway,Rete Ferroviaria Italiana,1929-01-01,Rete Ferroviaria Italiana,Aosta
