col0,col1,col2,col3,col4,col5
2009 Schleswig-Holstein state election,state election in Germany,2005 Schleswig-Holstein state election,Peter Harry Carstensen,member of Landtag,2009-09-27
2009 Hessian state election,state election in Germany,2008 Hessian state election,Roland Koch,Minister-President of Hesse,2009-01-18
September 2015 Greek legislative election,Greek legislative election,January 2015 Greek legislative election,Alexis Tsipras,Prime Minister of Greece,2015-09-20
2009 Greek legislative election,Greek legislative election,2007 Greek legislative election,George Papandreou,Prime Minister of Greece,2009-10-04
June 2012 Greek legislative election,Greek legislative election,May 2012 Greek legislative election,New Democracy,Prime Minister of Greece,2012-06-17
May 2012 Greek legislative election,Greek legislative election,2009 Greek legislative election,Panagiotis Pikrammenos,Prime Minister of Greece,2012-05-06
2015 Catalan regional election,election to the Parliament of Catalonia,2012 Catalan regional election,Ciudadanos,Member of the Parliament of Catalonia,2015-09-27
September 2015 Greek legislative election,snap election,January 2015 Greek legislative election,Alexis Tsipras,Prime Minister of Greece,2015-09-20
2015 Catalan regional election,snap election,2012 Catalan regional election,Ciudadanos,Member of the Parliament of Catalonia,2015-09-27
2009 Greek legislative election,snap election,2007 Greek legislative election,George Papandreou,Prime Minister of Greece,2009-10-04
