col0,col1,col2,col3,col4
Bamberg,Stimmkreis Bamberg-Stadt,Vlastenský slovník historický,Upper Franconia,77179
Bayreuth,Stimmkreis Bayreuth,Small Brockhaus and Efron Encyclopedic Dictionary,Upper Franconia,73999
Bamberg,Stimmkreis Bamberg-Stadt,Small Brockhaus and Efron Encyclopedic Dictionary,Upper Franconia,77179
Bayreuth,Stimmkreis Bayreuth,Jewish Encyclopedia of Brockhaus and Efron,Upper Franconia,73999
Bamberg,Stimmkreis Bamberg-Stadt,Jewish Encyclopedia of Brockhaus and Efron,Upper Franconia,77179
Bayreuth,Stimmkreis Bayreuth,The Nuttall Encyclopædia,Upper Franconia,73999
Bamberg,Stimmkreis Bamberg-Stadt,The Nuttall Encyclopædia,Upper Franconia,77179
Bayreuth,Stimmkreis Bayreuth,Brockhaus and Efron Encyclopedic Dictionary,Upper Franconia,73999
Bamberg,Stimmkreis Bamberg-Stadt,Brockhaus and Efron Encyclopedic Dictionary,Upper Franconia,77179
Bayreuth,Upper Franconia,Brockhaus and Efron Encyclopedic Dictionary,Upper Franconia,73999
Heilbronn,Stuttgart Government Region,Brockhaus and Efron Encyclopedic Dictionary,Stuttgart Government Region,125960
Freiburg im Breisgau,Freiburg Government Region,Brockhaus and Efron Encyclopedic Dictionary,Freiburg Government Region,230241
Karlsruhe,Karlsruhe Government Region,Armenian Soviet Encyclopedia,Karlsruhe Government Region,311919
Hanover,Hanover region,Jewish Encyclopedia of Brockhaus and Efron,Hanover region,538068
Bautzen,Sorbian settlement area,Brockhaus and Efron Encyclopedic Dictionary,Bautzen District,39087
