col0,col1,col2,col3,col4
Ackerdijkse Plassen,Pijnacker-Nootdorp,natural landscape,Society for preservation of nature monuments in the Netherlands,1.38
It Bûtenfjild,Friesland,natural landscape,It Fryske Gea,3
Ketliker Skar,Friesland,natural landscape,It Fryske Gea,4.13
Spanderswoud,North Holland,natural landscape,Goois natuurreservaat,2.13
Van Coehoornbos,Gaasterlân-Sleat,natural landscape,It Fryske Gea,0.11
Ackerdijkse Plassen,Pijnacker-Nootdorp,fen,Society for preservation of nature monuments in the Netherlands,1.38
Breeveen,Utrechtse Heuvelrug,heath,Het Utrechts Landschap,0.85
Emmerdennen,Emmen,forest,Staatsbosbeheer,2.53
Rijsterbos,De Fryske Marren,forest,It Fryske Gea,1.72
Klinkenbergbos,Eijsden-Margraten,forest,Het Limburgs Landschap,0.05
Spanderswoud,North Holland,forest,Goois natuurreservaat,2.13
Van Coehoornbos,Gaasterlân-Sleat,forest,It Fryske Gea,0.11
