col0,col1,col2,col3,col4,col5
flag of Okinawa prefecture,solid flag,Okinawa Prefecture,flag of a country subdivision,red,text
flag of Gifu prefecture,solid flag,Gifu Prefecture,flag of a country subdivision,green,text
flag of Świętokrzyskie Voivodeship,charged flag,Świętokrzyskie Voivodeship,flag of a country subdivision,yellow,field
flag of Łódź Voivodeship,plain flag,Łódź Voivodeship,flag of a country subdivision,red,field
flag of Aomori prefecture,solid flag,Aomori Prefecture,flag of a country subdivision,green,geographic map
flag of Ishikawa prefecture,solid flag,Ishikawa Prefecture,flag of a country subdivision,blue,geographic map
flag of Iwate prefecture,solid flag,Iwate Prefecture,flag of a country subdivision,blue,text
flag of Warmian-Masurian Voivodeship,charged flag,Warmian-Masurian Voivodeship,flag of a country subdivision,red,eagle
flag of Dubai,vertical bicolor flag,Dubai,flag of a country subdivision,red,field
flag of Miyagi prefecture,solid flag,Miyagi Prefecture,flag of a country subdivision,green,leaf
flag of Akita prefecture,solid flag,Akita Prefecture,flag of a country subdivision,red,あ
flag of Yamagata prefecture,solid flag,Yamagata Prefecture,flag of a country subdivision,blue,mountain
flag of Fukushima prefecture,solid flag,Fukushima Prefecture,flag of a country subdivision,white,text
flag of Ibaraki prefecture,solid flag,Ibaraki Prefecture,flag of a country subdivision,blue,kalika
flag of Tochigi prefecture,solid flag,Tochigi Prefecture,flag of a country subdivision,green,text
