col0,col1,col2,col3,col4,col5,col6
1989/1990 Singapore Badminton Championships,national championship,badminton,Singaporean Badminton Championships,1990/1991 Singapore Badminton Championships,1988/1989 Singapore Badminton Championships,Singapore
1988/1989 Singapore Badminton Championships,national championship,badminton,Singaporean Badminton Championships,1989/1990 Singapore Badminton Championships,1987/1988 Singapore Badminton Championships,Singapore
1987/1988 Singapore Badminton Championships,national championship,badminton,Singaporean Badminton Championships,1988/1989 Singapore Badminton Championships,1986/1987 Singapore Badminton Championships,Singapore
1986/1987 Singapore Badminton Championships,national championship,badminton,Singaporean Badminton Championships,1987/1988 Singapore Badminton Championships,1985/1986 Singapore Badminton Championships,Singapore
1985/1986 Singapore Badminton Championships,national championship,badminton,Singaporean Badminton Championships,1986/1987 Singapore Badminton Championships,1984/1985 Singapore Badminton Championships,Singapore
1984/1985 Singapore Badminton Championships,national championship,badminton,Singaporean Badminton Championships,1985/1986 Singapore Badminton Championships,1983/1984 Singapore Badminton Championships,Singapore
1983/1984 Singapore Badminton Championships,national championship,badminton,Singaporean Badminton Championships,1984/1985 Singapore Badminton Championships,1982/1983 Singapore Badminton Championships,Singapore
1982/1983 Singapore Badminton Championships,national championship,badminton,Singaporean Badminton Championships,1983/1984 Singapore Badminton Championships,1981/1982 Singapore Badminton Championships,Singapore
1981/1982 Singapore Badminton Championships,national championship,badminton,Singaporean Badminton Championships,1982/1983 Singapore Badminton Championships,1980/1981 Singapore Badminton Championships,Singapore
1980/1981 Singapore Badminton Championships,national championship,badminton,Singaporean Badminton Championships,1981/1982 Singapore Badminton Championships,1979/1980 Singapore Badminton Championships,Singapore
1979/1980 Singapore Badminton Championships,national championship,badminton,Singaporean Badminton Championships,1980/1981 Singapore Badminton Championships,1978/1979 Singapore Badminton Championships,Singapore
