col0,col1,col2,col3,col4,col5
Mississippi,Mississippi Legislature,-19,outline of Mississippi,Calhoun County,Jackson
Tennessee,Tennessee General Assembly,-32,outline of Tennessee,Hamilton County,Nashville
New Mexico,New Mexico Legislature,-50,outline of New Mexico,Chaves County,Santa Fe
Tennessee,Tennessee General Assembly,-32,outline of Tennessee,Lake County,Nashville
Oklahoma,Oklahoma Legislature,-31,outline of Oklahoma,Payne County,Oklahoma City
Vermont,Vermont General Assembly,-50,outline of Vermont,Addison County,Montpelier
Texas,Texas Legislature,-23,outline of Texas,Donley County,Austin
Virginia,Virginia General Assembly,-30,outline of Virginia,Richmond,Richmond
Nevada,Nevada Legislature,-50,outline of Nevada,Carson City,Carson City
Colorado,Colorado General Assembly,-61,outline of Colorado,Denver,Denver
