col0,col1,col2,col3,col4
Soyuz TM-6,Vladimir Titov,228,7070,9869629
Soyuz TM-29,Sergei Avdeyev,273,7150,16316179
Soyuz TM-22,Sergei Avdeyev,340,7150,15471705
Soyuz TM-5,Vladimir Lyakhov,241,7000,7901185
Soyuz TM-6,Vladimir Lyakhov,228,7070,9869629
Soyuz TM-22,Yuri Gidzenko,340,7150,15471705
Soyuz TM-29,Ivan Bella,273,7150,16316179
Soyuz TM-4,Anatoly Solovyev,357,7070,15461669
Soyuz TM-5,Anatoly Solovyev,241,7000,7901185
Soyuz TM-3,Yury Romanenko,352,7100,13850756
Soyuz TM-2,Yury Romanenko,365,7100,15045956
Soyuz TM-7,Aleksandr Aleksandrovich Volkov,235,7000,13086504
Soyuz TM-13,Aleksandr Aleksandrovich Volkov,232,7150,15130304
Soyuz TM-4,Aleksandr Panayotov Aleksandrov,357,7070,15461669
Soyuz TM-5,Aleksandr Panayotov Aleksandrov,241,7000,7901185
