col0,col1,col2,col3,col4,col5,col6
The Matrix,Don Davis,The Matrix Reloaded,artificial intelligence,Warner Bros.,warning (CNC),Academy Award for Best Film Editing
Casino Royale,David Arnold,Quantum of Solace,terrorism,Metro-Goldwyn-Mayer,warning (CNC),BAFTA Award for Best Sound
28 Days Later,John Murphy,28 Weeks Later,epidemic,UK Film Council,no minors under sixteen (16),European Film Award for Best Cinematographer
Trainspotting,Damon Albarn,T2 Trainspotting,heroin,Film4 Productions,no minors under sixteen (16),BAFTA Award for Best Adapted Screenplay
Aliens,James Horner,Alien 3,extraterrestrial life,20th Century Studios,no minors under twelve (12),Saturn Award for Best Director
Terminator 2: Judgment Day,Brad Fiedel,Terminator 3: Rise of the Machines,android,TriStar Pictures,no minors under twelve (12),Academy Award for Best Sound Mixing
The Shining,Wendy Carlos,Doctor Sleep,alcoholism,Hawk Films,no minors under twelve (12),National Film Registry
Dirty Harry,Lalo Schifrin,Magnum Force,serial killer,Malpaso Productions,no minors under twelve (12),National Film Registry
Aliens,James Horner,Alien 3,extraterrestrial life,20th Century Studios,no minors under twelve (12),BAFTA Award for Best Special Visual Effects
Terminator 2: Judgment Day,Brad Fiedel,Terminator 3: Rise of the Machines,android,StudioCanal,no minors under twelve (12),Academy Award for Best Sound Editing
Aliens,James Horner,Alien 3,extraterrestrial life,Brandywine Productions,no minors under twelve (12),Academy Award for Best Sound Editing
Terminator 2: Judgment Day,Brad Fiedel,Terminator 3: Rise of the Machines,android,TriStar Pictures,no minors under twelve (12),Academy Award for Best Sound Editing
