col0,col1,col2,col3
World Chess Championship 1984,1984-09-10,Russia,World Chess Championship 1981
Classical World Chess Championship 2000,2000-10-08,United Kingdom,Classical World Chess Championship 1995
World Chess Championship 1951,1951-03-15,Russia,World Chess Championship 1948
World Chess Championship 1993,1993-09-07,United Kingdom,World Chess Championship 1990
World Chess Championship 1958,1958-03-04,Russia,World Chess Championship 1957
Classical World Chess Championship 2004,2004-09-25,Switzerland,Classical World Chess Championship 2000
World Chess Championship 1969,1969-04-14,Russia,World Chess Championship 1966
World Chess Championship 1910,1910-01-07,Austria,World Chess Championship 1908
FIDE World Chess Championship 2004,2004-06-18,Libya,FIDE World Chess Championship 2002
FIDE World Chess Championship 1998,1998-01-02,Switzerland,FIDE World Chess Championship 1996
