col0,col1,col2,col3
Charlottesville car attack,vehicle-ramming attack,1,Virginia
2017 Jerusalem Light Rail stabbing,stabbing attack,1,Jerusalem
2016 Tel Aviv stabbings,stabbing attack,2,Tel Aviv
assassination of Paweł Adamowicz,assassination,1,Gdańsk
assassination of Spencer Perceval,assassination,1,City and Liberty of Westminster
murders of Alison Parker and Adam Ward,shooting,2,Moneta
1987 Zaragoza Military Bus bombing,terrorist attack,2,Zaragoza
2017 Jerusalem Light Rail stabbing,terrorist attack,1,Jerusalem
2016 Tel Aviv stabbings,terrorist attack,2,Tel Aviv
murder of Dee Dee Blanchard,occurrence,1,Springfield
assassination of Spencer Perceval,political murder,1,City and Liberty of Westminster
