col0,col1,col2,col3,col4,col5,col6
2006 Zurich Open,2006 WTA Tour,tennis,tennis tournament edition,2006-10-14,2006 Zurich Open – Singles,2006-01-01
2005 Zurich Open,WTA Tier I tournaments,tennis,tennis tournament edition,2005-10-15,2005 Zurich Open – Doubles,2005-01-01
2004 Swisscom Challenge,WTA Tier I tournaments,tennis,tennis tournament edition,2004-10-15,2004 Swisscom Challenge  – Singles,2004-01-01
2003 Swisscom Challenge,WTA Tier I tournaments,tennis,tennis tournament edition,2003-10-10,2003 Swisscom Challenge – Singles,2003-01-01
1996 European Indoors,WTA Tier I tournaments,tennis,tennis tournament edition,1996-10-14,1996 Barilla Indoors – Singles,1996-01-01
2008 Zurich Open,2008 WTA Tour,tennis,tennis tournament edition,2008-10-13,2008 Zurich Open – Singles,2008-01-01
2002 Swisscom Challenge,WTA Tier I tournaments,tennis,tennis tournament edition,2002-10-11,2002 Swisscom Challenge – Doubles,2002-01-01
1988 European Indoors,1988 WTA Tour,tennis,tennis tournament edition,1988-10-17,1988 European Indoors – Doubles,1988-01-01
2007 Zurich Open,2007 WTA Tour,tennis,tennis tournament edition,2007-10-13,2007 Zurich Open – Doubles,2007-01-01
2006 Zurich Open,2006 WTA Tour,tennis,Zurich Open,2006-10-14,2006 Zurich Open – Singles,2006-01-01
2005 Zurich Open,WTA Tier I tournaments,tennis,Zurich Open,2005-10-15,2005 Zurich Open – Doubles,2005-01-01
2004 Swisscom Challenge,WTA Tier I tournaments,tennis,Zurich Open,2004-10-15,2004 Swisscom Challenge  – Singles,2004-01-01
2003 Swisscom Challenge,WTA Tier I tournaments,tennis,Zurich Open,2003-10-10,2003 Swisscom Challenge – Singles,2003-01-01
1996 European Indoors,WTA Tier I tournaments,tennis,Zurich Open,1996-10-14,1996 Barilla Indoors – Singles,1996-01-01
