col0,col1,col2,col3
Araguaia National Park,Tocantins,5555,national park of Brazil
Brasília National Park,Federal District,423.83,national park of Brazil
Pantanal Matogrossense National Park,Mato Grosso,1356,national park of Brazil
Pico da Neblina National Park,São Gabriel da Cachoeira,22200,national park of Brazil
Lagoa do Peixe National Park,Rio Grande do Sul,344,national park of Brazil
Sempre Vivas National Park,Minas Gerais,1241,national park of Brazil
Chapada Diamantina National Park,Palmeiras,1540,national park of Brazil
Vale do Catimbau National Park,Pernambuco,623,national park of Brazil
Tijuca National Park,Rio de Janeiro,39.58,national park of Brazil
Pacaás Novos National Park,Rondônia,7648,national park of Brazil
Juruena National Park,Mato Grosso,19000,national park of Brazil
Itatiaia National Park,Itatiaia,1200,national park of Brazil
Serra do Divisor National Park,Cruzeiro do Sul,8463,national park of Brazil
