col0,col1,col2,col3,col4
Yerevan,Armenia,Erivansky Uyezd,Armenian,1000
Goris,Armenia,Zangezursky Uyezd,Armenian,1370
Gyumri,Armenia,Aleksandropol County,Armenian,1509
Kapan,Armenia,Kingdom of Syunik,Armenian,910
Yerevan,Armenia,Russian Armenia,Armenian,1000
Armavir,Armenia,Yervanduni kingdom,Armenian,870
Yerevan,Armenia,Erivan Khanate,Armenian,1000
Armavir,Armenia,Armavir Region,Armenian,870
Ijevan,Armenia,Tavush Region,Armenian,755
Gyumri,Armenia,Shirak Region,Armenian,1509
Vanadzor,Armenia,Lori Region,Armenian,1350
Yeghegnadzor,Armenia,Vayots Dzor Region,Armenian,1194
