col0,col1,col2,col3
Nová Huť,Czech Republic,Vojnův Městec,1843-01-01
Volgovo,Russia,Elizavetinskoe rural settlement,1885-01-01
Bugry,Russia,Verevskoe rural settlement,1860-01-01
Buslavl,Russia,Yakotskoye Settlement,1769-01-01
Bolshoye Konovalovo,Russia,Penikovskoye Rural Settlement,1770-01-01
Sısqı,Russia,Krasnoufimsky District,1760-01-01
Zhylinskiya,Belarus,Pastavy District,1777-01-01
Khirlepposi,Russia,Tautovskoye Rural Settlement,1774-01-01
Savkino,Russia,Vyritskoe Urban Settlement,1770-01-01
Verkhniye Venki,Russia,Penikovskoye Rural Settlement,1817-01-01
Barsuki,Belarus,Pogatshovskij  County,1801-01-01
Lamizhyna,Belarus,Pastavy District,1794-01-01
