col0,col1,col2,col3,col4
2018 BNP Paribas Open,2018-01-01,Indian Wells Tennis Garden,2017 BNP Paribas Open,tennis
2017 BNP Paribas Open,2017-01-01,Indian Wells Tennis Garden,2016 BNP Paribas Open,tennis
2016 BNP Paribas Open,2016-01-01,Indian Wells Tennis Garden,2015 BNP Paribas Open,tennis
2015 BNP Paribas Open,2015-01-01,Indian Wells Tennis Garden,2014 BNP Paribas Open,tennis
2014 BNP Paribas Open,2014-01-01,Indian Wells Tennis Garden,2013 BNP Paribas Open,tennis
1998 Newsweek Champions Cup and the State Farm Evert Cup,1998-01-01,Indian Wells,1997 Newsweek Champions Cup and the State Farm Evert Cup,tennis
1997 Newsweek Champions Cup and the State Farm Evert Cup,1997-01-01,Indian Wells,1996 Newsweek Champions Cup and the State Farm Evert Cup,tennis
1996 Newsweek Champions Cup and the State Farm Evert Cup,1996-01-01,Indian Wells,1995 Newsweek Champions Cup and the State Farm Evert Cup,tennis
1995 Newsweek Champions Cup and the State Farm Evert Cup,1995-01-01,Indian Wells,1994 Newsweek Champions Cup and the Evert Cup,tennis
1994 Newsweek Champions Cup and the Evert Cup,1994-01-01,Indian Wells,1993 Newsweek Champions Cup and the Matrix Essentials Evert Cup,tennis
