col0,col1,col2,col3,col4,col5
Odintsovo-Lobnya diametry,train service,Lobnya,Central Suburban Passenger Company,Moscow Central Diameters,Russia
RB 14,train service,Berlin Schönefeld Flughafen station,DB Regio Nordost,Verkehrsverbund Berlin-Brandenburg,Germany
Line 1,rapid transit railway line,Tucuruvi,Companhia do Metropolitano de São Paulo,São Paulo Metrô,Brazil
Line C,rapid transit railway line,Constitución,Metrovías,Buenos Aires Underground,Argentina
U8,rapid transit railway line,Berlin-Wittenau station,Berliner Verkehrsbetriebe,Berlin U-Bahn,Germany
U6,rapid transit railway line,Alt-Mariendorf metro station,Berliner Verkehrsbetriebe,Berlin U-Bahn,Germany
U3,rapid transit railway line,Krumme Lanke metro station,Berliner Verkehrsbetriebe,Berlin U-Bahn,Germany
U2,rapid transit railway line,Berlin-Pankow station,Berliner Verkehrsbetriebe,Berlin U-Bahn,Germany
U1,rapid transit railway line,Uhlandstraße,Berliner Verkehrsbetriebe,Berlin U-Bahn,Germany
Odintsovo-Lobnya diametry,Cross-city route,Lobnya,Central Suburban Passenger Company,Moscow Central Diameters,Russia
S8,Cross-city route,Munich Airport Terminal station,DB Regio Bayern,Munich S-Bahn,Germany
RB 14,Cross-city route,Berlin Schönefeld Flughafen station,DB Regio Nordost,Verkehrsverbund Berlin-Brandenburg,Germany
S7,Cross-city route,Potsdam Hauptbahnhof,S-Bahn Berlin GmbH,Berlin S-Bahn,Germany
