col0,col1,col2,col3,col4
Hungry Shark Evolution,video game,Future Games Of London,Windows Phone,action game
Elite: Dangerous,video game,Frontier Developments,PlayStation 4,massively multiplayer online game
Mario + Rabbids Kingdom Battle,video game,Ubisoft Paris,Nintendo Switch system software,tactical role-playing game
The Expression Amrilato,video game,SukeraSparo,Windows 10,yuri
Candy Crush Soda Saga,video game,King,Windows 10,puzzle video game
Elite: Dangerous,video game,Frontier Developments,Xbox One system software,massively multiplayer online game
Warzone 2100,video game,Pivotal Games,GNU/Linux,real-time strategy
Aliens,video game,Yahoo Software,CP/M,arcade video game
I.M. Meen,video game,Animation Magic,DOS,first-person shooter
S.T.U.N. Runner,video game,Atari,DOS,racing video game
SimSafari,video game,Maxis,DOS,business simulation game
