col0,col1,col2,col3,col4
Hurricane Paul,Category 3 hurricane,959,2012 Pacific hurricane season,Pacific hurricane
Hurricane Marilyn,Category 3 hurricane,950,1995 Atlantic hurricane season,Atlantic hurricane
Hurricane Kate,Category 3 hurricane,952,2003 Atlantic hurricane season,Atlantic hurricane
Hurricane Kate,Category 3 hurricane,954,1985 Atlantic hurricane season,Atlantic hurricane
Hurricane Hilary,Category 3 hurricane,957,1993 Pacific hurricane season,Pacific hurricane
Hurricane Gustav,Category 3 hurricane,956,1990 Atlantic hurricane season,Atlantic hurricane
Hurricane Fefa,Category 3 hurricane,959,1991 Pacific hurricane season,Pacific hurricane
Hurricane Emily,Category 3 hurricane,960,1993 Atlantic hurricane season,Atlantic hurricane
Hurricane Ella,Category 3 hurricane,967,1970 Atlantic hurricane season,Atlantic hurricane
Hurricane Ekeka,Category 3 hurricane,985,1992 Pacific hurricane season,Pacific hurricane
Hurricane Darby,Category 3 hurricane,968,1992 Pacific hurricane season,Pacific hurricane
