col0,col1,col2,col3,col4,col5
Soyuz 37,human spaceflight,6800,docking and berthing of spacecraft,293.1,1980-01-01
Soyuz 38,human spaceflight,6800,docking and berthing of spacecraft,273.5,1980-01-01
Soyuz TM-2,human spaceflight,7100,rocket launch,365,1987-01-01
Soyuz 35,human spaceflight,6800,docking and berthing of spacecraft,259.7,1980-01-01
Soyuz 34,human spaceflight,6800,docking and berthing of spacecraft,271.5,1979-01-01
Soyuz 36,human spaceflight,6800,docking and berthing of spacecraft,281.9,1980-01-01
Soyuz T-4,human spaceflight,6850,docking and berthing of spacecraft,250,1981-01-01
Soyuz TM-27,human spaceflight,7150,rocket launch,390,1998-01-01
Soyuz 40,human spaceflight,6800,docking and berthing of spacecraft,287,1981-01-01
Soyuz 39,human spaceflight,6800,docking and berthing of spacecraft,282.8,1981-01-01
Soyuz TM-4,spacecraft,7070,rocket launch,357,1988-01-01
Soyuz TM-3,spacecraft,7100,rocket launch,352,1987-01-01
Soyuz 37,spacecraft,6800,docking and berthing of spacecraft,293.1,1980-01-01
Soyuz TM-2,spacecraft,7100,rocket launch,365,1987-01-01
