col0,col1,col2,col3,col4,col5
Susquehanna State Park,IUCN category V: Protected Landscape/Seascape,1958-01-01,Maryland,Maryland state park,United States of America
St. Clement's Island State Park,IUCN category V: Protected Landscape/Seascape,1962-01-01,St. Mary's County,Maryland state park,United States of America
Seneca Creek State Park,IUCN category V: Protected Landscape/Seascape,1958-01-01,Montgomery County,Maryland state park,United States of America
Rocks State Park,IUCN category V: Protected Landscape/Seascape,1949-01-01,Harford County,Maryland state park,United States of America
Pocomoke River State Park,IUCN category III: Natural Monument or Feature,1939-01-01,Maryland,Maryland state park,United States of America
Patapsco Valley State Park,IUCN category V: Protected Landscape/Seascape,1907-01-01,Maryland,Maryland state park,United States of America
Palmer State Park,IUCN category III: Natural Monument or Feature,1965-01-01,Harford County,Maryland state park,United States of America
Janes Island State Park,IUCN category V: Protected Landscape/Seascape,1963-01-01,Crisfield,Maryland state park,United States of America
Greenbrier State Park,IUCN category III: Natural Monument or Feature,1963-01-01,Maryland,Maryland state park,United States of America
Gathland State Park,IUCN category V: Protected Landscape/Seascape,1949-01-01,Maryland,Maryland state park,United States of America
Gambrill State Park,IUCN category V: Protected Landscape/Seascape,1934-01-01,Maryland,Maryland state park,United States of America
