col0,col1,col2,col3,col4
OE 60V,Saxony,Ostdeutsche Eisenbahn,1435 mm track gauge,Line amplifier
Rügensche Kleinbahn,Vorpommern-Rügen District,Eisenbahn-Bau- und Betriebsgesellschaft Pressnitztalbahn,750 mm track gauge,narrow-gauge railway
RB 27,North Rhine-Westphalia,DB Regio NRW,1435 mm track gauge,Regionalbahn
RB 43,Brandenburg,DB Regio Nordost,1435 mm track gauge,Regionalbahn
RB 19,Baden-Württemberg,DB Regio Baden-Württemberg,1435 mm track gauge,Regionalbahn
RB 64,Schleswig-Holstein,DB Regio Nord,1435 mm track gauge,Regionalbahn
RB 46,North Rhine-Westphalia,Abellio Rail NRW,1435 mm track gauge,Regionalbahn
RB 31,Rhineland-Palatinate,Vlexx,1435 mm track gauge,Regionalbahn
RB 68,Baden-Württemberg,DB Regio Mitte,1435 mm track gauge,Regionalbahn
RB 61,Hesse,DB Regio Mitte,1435 mm track gauge,Regionalbahn
RB 20,Brandenburg,DB Regio Nordost,1435 mm track gauge,Regionalbahn
RB 40,North Rhine-Westphalia,Abellio Rail NRW,1435 mm track gauge,Regionalbahn
RB 5,Hesse,cantus Verkehrsgesellschaft,1435 mm track gauge,Regionalbahn
