col0,col1,col2,col3
Kiss the Girl,Golden Globe Award for Best Original Song,163,Walt Disney Records
Can You Feel the Love Tonight,Golden Globe Award for Best Original Song,177,Walt Disney Records
Money for Nothing,Grammy Award for Song of the Year,4.38,Vertigo
Can You Feel the Love Tonight,Grammy Award for Song of the Year,177,Walt Disney Records
Into the Unknown,Satellite Award for Best Original Song,200,Walt Disney Records
Can You Feel the Love Tonight,Grammy Award for Best Song Written for Visual Media,177,Walt Disney Records
Hakuna Matata,Academy Award for Best Original Song,213,Polydor Records
Into the Unknown,Academy Award for Best Original Song,200,Walt Disney Records
Friend Like Me,Academy Award for Best Original Song,146,Walt Disney Records
Almost There,Academy Award for Best Original Song,144,Walt Disney Records
I See the Light,Academy Award for Best Original Song,224,Walt Disney Records
Happy Working Song,Academy Award for Best Original Song,122,Walt Disney Records
