col0,col1,col2,col3
Polish cultural heritage register number,point in time,format constraint,immovable monument
located at street address,postal code,conflicts-with constraint,street address
Polish cultural heritage register number,point in time,format constraint,object on the Polish cultural heritage register
call sign,callsign of airline,format constraint,code letters
Gewässerkennzahl,hydrological order number,distinct values constraint,waterbody number
located at street address,postal code,conflicts-with constraint,postal address
MeSH term ID,MeSH descriptor ID,single value constraint,Medical Subject Headings
Exif make,Exif model,format constraint,Exchangeable image file format
series ordinal,inventory number,single value constraint,ordinal number
website username,website account on,format constraint,username
station code,UK railway station code,type constraint,Station code
local dialing code,country calling code,format constraint,area code
