col0,col1,col2,col3,col4
Saint Joseph and the Christ Child with Angels and Putti,26.2,pen,Saint Joseph and the Christ Child with Angels and Putti,1590-01-01
Two Figures Struggling before a King,19,pen,Two Figures Struggling before a King,1567-01-01
Rawhide Quirt,53.5,pen,Rawhide Quirt,1935-01-01
Sword and Sheath,35.5,pen,Sword and Sheath,1938-01-01
Mother and Child,26.35,ink,Mother and Child,1950-01-01
Rawhide Quirt,53.5,ink,Rawhide Quirt,1935-01-01
Sword and Sheath,35.5,ink,Sword and Sheath,1938-01-01
Man's Vest,43.8,paper,Man's Vest,1941-01-01
Sampler,51.6,paper,Sampler,1940-01-01
Sideboard,45.9,paper,Sideboard,1935-01-01
Rag Doll,23,paper,Rag Doll,1936-01-01
Rag Doll Bodice,27.5,paper,Rag Doll Bodice,1936-01-01
Handkerchief Folder,26.3,paper,Handkerchief Folder,1936-01-01
