col0,col1,col2,col3
Giorgio De Chirico : La fabrique des rêves,Palais de Tokyo,Fabrice Hergott,2009-05-24
Egon Schiele,Louis Vuitton Foundation,Dieter Buchhart,2019-01-14
Jean-Michel Basquiat,Louis Vuitton Foundation,Dieter Buchhart,2019-01-21
Cubism and Abstract Art,Museum of Modern Art,Alfred H. Barr,1936-04-19
La Révolution surréaliste,Galerie 1,Werner Spies,2002-06-24
Gauguin. Artist as Alchemist,Art Institute of Chicago,Claire Bernardi,2018-01-22
"Cézanne to Picasso: Ambroise Vollard, Patron of the Avant-Garde",Musée d'Orsay,Anne Roquebert,2007-09-16
Gauguin. Artist as Alchemist,Art Institute of Chicago,Ophélie Ferlier,2018-01-22
Paris at the Time of the Impressionists 1848-1914,Paris Town Hall,Caroline Mathieu,2011-07-30
"L'invention du passé. « Gothique, mon amour », 1802-1830",Musée municipal de Bourg-en-Bresse,Magali Briat-Philippe,2014-09-21
