col0,col1,col2,col3,col4,col5
Wayne County,National Register of Historic Places listings in Tennessee,Wayne County,Central Time Zone,Waynesboro,United States of America
Overton County,National Register of Historic Places listings in Tennessee,Overton County,Central Time Zone,Livingston,United States of America
Sevier County,"National Register of Historic Places listings in Sevier County, Tennessee",Sevier County,Eastern Time Zone,Sevierville,United States of America
Houston County,National Register of Historic Places listings in Tennessee,Houston County,Central Time Zone,Erin,United States of America
DeKalb County,National Register of Historic Places listings in Tennessee,DeKalb County,Central Time Zone,Smithville,United States of America
Marion County,"National Register of Historic Places listings in Marion County, Tennessee",Marion County,Central Time Zone,Jasper,United States of America
McNairy County,National Register of Historic Places listings in Tennessee,McNairy County,Central Time Zone,Selmer,United States of America
Cannon County,National Register of Historic Places listings in Tennessee,Cannon County,Central Time Zone,Woodbury,United States of America
Chester County,National Register of Historic Places listings in Tennessee,Chester County,Central Time Zone,Henderson,United States of America
Humphreys County,"National Register of Historic Places listings in Humphreys County, Tennessee",Humphreys County,Central Time Zone,Waverly,United States of America
Franklin County,"National Register of Historic Places listings in Franklin County, Tennessee",Franklin County,Central Time Zone,Winchester,United States of America
Bedford County,"National Register of Historic Places listings in Bedford County, Tennessee",Bedford County,Central Time Zone,Shelbyville,United States of America
Monroe County,"National Register of Historic Places listings in Monroe County, Tennessee",Monroe County,Eastern Time Zone,Madisonville,United States of America
Henderson County,National Register of Historic Places listings in Tennessee,Henderson County,Central Time Zone,Lexington,United States of America
