col0,col1,col2,col3,col4,col5
"Post Office And General Store, Tarbet",United Kingdom,category C listed building,"2, Lochview, Tarbet, Arrochar G83 7DD",Argyll and Bute,tearoom
Tintaldra General Store,Australia,listed on the Victorian Heritage Register,3 Main Street Tintaldra,Victoria,local museum
H.P. Tergesen General Store,Canada,provincial heritage site,82 First Avenue,Rural Municipality of Gimli,general store
Brooks Store,Australia,listed on the Victorian Heritage Register,6 Templeton Street Maldon,Victoria,general store
"Post Office And General Store, Tarbet",United Kingdom,category C listed building,"2, Lochview, Tarbet, Arrochar G83 7DD",Argyll and Bute,general store
Tintaldra General Store,Australia,listed on the Victorian Heritage Register,3 Main Street Tintaldra,Victoria,general store
W.P. Earl General Store,Canada,designated heritage property (part IV),1084 Prince Street,Leeds and the Thousand Islands,general store
Long Island Consumers Co-op Store,Canada,municipal heritage site,220 Main Street,Lushes Bight-Beaumont-Beaumont North,general store
Philip Templeman Building/Swyers General Store,Canada,registered heritage structure,Campbell Street,Bonavista,general store
Island Chocolates Company Building,Canada,Registered Heritage Place,7 Main Street,Victoria,general store
Presley Store,United States of America,place listed on the National Register of Historic Places,601 Main Street,Springville,general store
Wrentham General Store,Canada,registered historic resource,Main Street,County of Warner No. 5,general store
Sexsmith General Store,Canada,registered historic resource,9901 100th Street,Sexsmith,general store
