col0,col1,col2,col3,col4,col5,col6,col7
chromium-49,chromium,2.5,48.951332955,24,vanadium-49,-45333.06,422051.259
chromium-48,chromium,0,47.954028667,24,vanadium-48,-42822.02,411468.912
chromium-47,chromium,1.5,46.962895544,24,vanadium-47,-34562.578,395138.165
chromium-46,chromium,0,45.96836097,24,vanadium-46,-29471.567,381975.858
chromium-45,chromium,3.5,44.97905,24,vanadium-45,-19514.799,363947.76
chromium-44,chromium,0,43.985657,24,vanadium-44,-13360,349712
chromium-43,chromium,1.5,42.997885,24,vanadium-43,-1970,330240
chromium-42,chromium,0,42.007225,24,vanadium-42,6730,313488
chromium-44,chromium,0,43.985657,24,titanium-43,-13360,349712
chromium-43,chromium,1.5,42.997885,24,titanium-42,-1970,330240
chromium-42,chromium,0,42.007225,24,titanium-40,6730,313488
chromium-43,chromium,1.5,42.997885,24,scandium-39,-1970,330240
chromium-66,chromium,0,65.973462,24,manganese-66,-24720,538626
