col0,col1,col2,col3,col4,col5
NGC 6629,infrared source,J2000.0,0.455,-1.048,1784-08-07
NGC 6572,infrared source,J2000.0,4.7,-4,1825-01-01
NGC 4071,infrared source,J2000.0,0.2634,-10.543,1835-01-01
NGC 2610,infrared source,J2000.0,0.4194,-6.676,1785-12-31
NGC 6572,sub-millimetric source,J2000.0,4.7,-4,1825-01-01
NGC 6629,astronomical radio source,J2000.0,0.455,-1.048,1784-08-07
NGC 6572,astronomical radio source,J2000.0,4.7,-4,1825-01-01
NGC 1514,binary star,J2000.0,2.1446,-6.392,1790-11-13
NGC 6852,planetary nebula,J2000.0,0.247,-4.751,1863-06-25
NGC 6804,planetary nebula,J2000.0,1.139,-9.572,1791-08-25
