col0,col1,col2,col3
National Archives,national archives,Association of European Film Archives and Cinematheques,Tartu
Deutsche Kinemathek,cultural property,Kommunaler Arbeitgeberverband Berlin,Berlin
Institut national de l'audiovisuel,institute,International Internet Preservation Consortium,Bry-sur-Marne
Cinémathèque suisse,memory institution,Memoriav,Lausanne
Cinémathèque Française,film museum,Association of European Film Archives and Cinematheques,parc de Bercy
Czech Film Archive,cinematheque,Association of European Film Archives and Cinematheques,Prague
National Archives,cinematheque,Association of European Film Archives and Cinematheques,Tartu
Filmoteca Española,cinematheque,International Federation of Film Archives,"Palacio del Marqués de Perales, Madrid"
Dovlat Film Fond,cinematheque,International Federation of Film Archives,Baku
Centre Algerien de la Cinematographie,cinematheque,International Federation of Film Archives,Algiers
Greek Film Archive,cinematheque,Association of European Film Archives and Cinematheques,Athens
