col0,col1,col2,col3,col4,col5,col6,col7
1991 French Open,1991-01-01,1992 French Open,France,tennis,1990 French Open,tennis tournament edition,1991 French Open – Men's Singles
1968 French Open,1968-01-01,1969 French Open,France,tennis,1967 French Championships,tennis tournament edition,1968 French Open – Women's Doubles
1994 French Open,1994-01-01,1995 French Open,France,tennis,1993 French Open,tennis tournament edition,1994 French Open – Women's Doubles
1997 French Open,1997-01-01,1998 French Open,France,tennis,1996 French Open,tennis tournament edition,1997 French Open – Women's Singles
2006 French Open,2006-01-01,2007 French Open,France,tennis,2005 French Open,tennis tournament edition,2006 French Open – Women's Singles
2001 French Open,2001-01-01,2002 French Open,France,tennis,2000 French,tennis tournament edition,2001 French Open – Women's Singles
1928 French Championships,1928-01-01,1929 French Championships,France,tennis,1927 French Championships,tennis tournament edition,1928 French Championships – Men's Singles
1963 French Championships,1963-01-01,1964 French Championships,France,tennis,1962 French Championships,tennis tournament edition,1963 French Championships – Men's Singles
1973 French Open,1973-01-01,1974 French Open,France,tennis,1972 French Open,tennis tournament edition,1973 French Open – Mixed Doubles
1988 French Open,1988-01-01,1989 French Open,France,tennis,1987 French Open,French Open,1988 French Open – Men's Singles
1984 French Open,1984-01-01,1985 French Open,France,tennis,1983 French Open,French Open,1984 French Open – Women's Singles
