col0,col1,col2,col3,col4,col5,col6
Macharla,UTC+05:30,13.48,136,28836,Macharla mandal,India
Hindupuram,UTC+05:30,38.16,621,75307,Hindupur mandal,India
Narasapuram,UTC+05:30,11.32,2,29974,Narasapuram mandal,India
Tadepalligudem,UTC+05:30,20.71,34,52594,Tadepalligudem mandal,India
Chilakaluripet,UTC+05:30,18.13,25,51191,Chilakaluripet mandal,India
Gudivada,UTC+05:30,12.67,5,59105,Gudivada mandal,India
Ponnur,UTC+05:30,25.64,7,30427,Ponnur mandal,India
Tenali,UTC+05:30,15.11,15,83510,Tenali mandal,India
Narasaraopet,UTC+05:30,7.65,55,58065,Narasaraopet mandal,India
Machilipatnam,UTC+05:30,26.67,14,86298,Machilipatnam mandal,India
Bapatla,UTC+05:30,17.92,6,36392,Bapatla mandal,India
Mangalagiri,UTC+05:30,17.53,43,37081,Mangalagiri mandal,India
Bobbili,UTC+05:30,25.6,103,28534,Bobbili mandal,India
