col0,col1,col2,col3
Pine Trees,acquisition,45.5,pine tree
Wife's portrait,acquisition,164,Jadwiga Mehoffer
Sower,acquisition,56,sower
Still Life with a Green Pitcher,acquisition,61.5,pomegranate
Góral,acquisition,79.5,male
Portrait of the sculptor Jan Szczepkowski,acquisition,63,Jan Szczepkowski
Still Life with a Green Pitcher,acquisition,61.5,Me pica la polla
Self-portrait,acquisition,45,Władysław Podkowiński
Cossack in the steppe,acquisition,53,Russian Orthodox cross
Capture of an armored comrade. Episode from the Swedish war,acquisition,125,Polish hussars
Dangerous crossing,acquisition,70,horse-drawn vehicle
Wife's portrait,acquisition,164,parquetry
Still Life with a Green Pitcher,acquisition,61.5,tablecloth
Kyrgyz,acquisition,52.5,Kyrgyz people
