col0,col1,col2,col3
Houses at l'Estaque,Georges Braque,L'Estaque,"LaM (Lille Métropole musée d'art moderne, d'art contemporain et d'art brut)"
"Blackbird, Butterfly and Cherries",National Trust - Dutch Masters from British Country Houses,Holland,Ham House
"William Hamilton, 2nd Duke of Hamilton",National Trust - Dutch Masters from British Country Houses,Holland,Ham House
The Baptism of Christ,National Trust - Dutch Masters from British Country Houses,Netherlands,Ham House
Self-portrait wearing a white feathered bonnet,National Trust - Dutch Masters from British Country Houses,Amsterdam,Buckland Abbey
Still Life with Bowls and a Jug,Cubism and Abstract Art,France,Philadelphia Museum of Art
Still Life with Liqueur Bottle,Cubism and Abstract Art,Horta de Sant Joan,Museum of Modern Art
Friar Jerónimo Pérez,Zurbarán,Spain,Palace of Marqués de Grimaldi
Saint Gregory,Zurbarán,Spain,Museum of Fine Arts of Seville
Friar Jerónimo Pérez,Zurbarán,Spain,Real Academia de Bellas Artes de San Fernando
The Ideal City - Urbino,The Ideal City,Urbino,Galleria Nazionale delle Marche
Woman with a Hat,Elise S. Haas: Building a Modern Art Collection,Paris,San Francisco Museum of Modern Art
