col0,col1,col2,col3,col4,col5,col6,col7
Valdivia,Hamburg,Valdivia,5,UTC−04:00,Valdivia,city in Chile,45.85
Temuco,Stavropol,Temuco,360,UTC−04:00,Temuco,city in Chile,50.09
Punta Arenas,Split,Punta Arenas,34,UTC−03:00,Punta Arenas,city in Chile,39.03
Osorno,Bariloche,Osorno,39,UTC−04:00,Osorno,city in Chile,951.3
Puerto Montt,Bariloche,Puerto Montt,14,UTC−04:00,Puerto Montt,city in Chile,50.95
Valparaíso,Melaka City,Valparaíso,10,UTC−04:00,Valparaíso,city in Chile,47.98
Viña del Mar,Mexico City,Viña del Mar,2,UTC−04:00,Viña del Mar,big city,120.57
Valdivia,Hamburg,Valdivia,5,UTC−04:00,Valdivia,big city,45.85
Temuco,Stavropol,Temuco,360,UTC−04:00,Temuco,big city,50.09
Punta Arenas,Split,Punta Arenas,34,UTC−03:00,Punta Arenas,big city,39.03
Osorno,Bariloche,Osorno,39,UTC−04:00,Osorno,big city,951.3
Puerto Montt,Bariloche,Puerto Montt,14,UTC−04:00,Puerto Montt,big city,50.95
Valparaíso,Melaka City,Valparaíso,10,UTC−04:00,Valparaíso,big city,47.98
La Serena,Madrid,La Serena,28,UTC−04:00,La Serena,city in Chile,53.65
Iquique,La Paz,Iquique,1,UTC−04:00,Iquique,city in Chile,20.94
