col0,col1,col2,col3,col4,col5
Aceh Tamiang,1956.72,Seruway,Aceh,2002-01-01,37
Aceh Singkil,2185,Danau Paris,Aceh,1999-01-01,37
Aceh Tengah,4318.39,Kebayakan,Aceh,1956-01-01,1624
Aceh Besar,2969,Darul Kamal,Aceh,1956-01-01,45
Aceh Tengah,4318.39,Rusip Antara,Aceh,1956-01-01,1624
Aceh Timur,6286.01,Darul Ihsan,Aceh,1956-01-01,41
Aceh Tengah,4318.39,Pegasing,Aceh,1956-01-01,1624
Aceh Timur,6286.01,Birem Bayeun,Aceh,1956-01-01,41
Aceh Tengah,4318.39,Ketol,Aceh,1956-01-01,1624
Aceh Besar,2969,Darussalam,Aceh,1956-01-01,45
Aceh Timur,6286.01,Nurussalam,Aceh,1956-01-01,41
Aceh Tengah,4318.39,Bintang,Aceh,1956-01-01,1624
