col0,col1,col2,col3,col4,col5,col6,col7
2018 Giro Rosa,2017 Giro d'Italia Femminile,2018 Canyon-SRAM season,road bicycle racing,2018-07-06,2018 Boels-Dolmans season,2018-07-15,Giro d'Italia Femminile
2017 Giro d'Italia Femminile,2016 Giro d'Italia Femminile,FDJ-Nouvelle Aquitaine-Futuroscope 2017,road bicycle racing,2017-06-30,CCC-Liv,2017-07-09,Giro d'Italia Femminile
2018 Giro Rosa,2017 Giro d'Italia Femminile,2018 Canyon-SRAM season,road bicycle racing,2018-07-06,2018 Mitchelton-Scott (women) season,2018-07-15,2.WWT
2019 Giro Rosa,2018 Giro Rosa,Movistar Women 2019,road bicycle racing,2019-07-05,Trek-Segafredo Women 2019,2019-07-14,Giro d'Italia Femminile
2018 Giro Rosa,2017 Giro d'Italia Femminile,2018 Canyon-SRAM season,road bicycle racing,2018-07-06,2018 Mitchelton-Scott (women) season,2018-07-15,Giro d'Italia Femminile
2017 Giro d'Italia Femminile,2016 Giro d'Italia Femminile,FDJ-Nouvelle Aquitaine-Futuroscope 2017,road bicycle racing,2017-06-30,Alé Cipollini Galassia 2017,2017-07-09,Giro d'Italia Femminile
2019 Giro Rosa,2018 Giro Rosa,BePink 2019,road bicycle racing,2019-07-05,WNT-Rotor Pro Cycling 2019,2019-07-14,2.WWT
2017 Giro d'Italia Femminile,2016 Giro d'Italia Femminile,FDJ-Nouvelle Aquitaine-Futuroscope 2017,road bicycle racing,2017-06-30,Lensworld-Kuota 2017,2017-07-09,2.WWT
2019 Giro Rosa,2018 Giro Rosa,Sunweb Women 2019,road bicycle racing,2019-07-05,Canyon-SRAM Racing 2019,2019-07-14,Giro d'Italia Femminile
2018 Giro Rosa,2017 Giro d'Italia Femminile,2018 Canyon-SRAM season,road bicycle racing,2018-07-06,Wiggle High5 2018,2018-07-15,2.WWT
2019 Giro Rosa,2018 Giro Rosa,Alé Cipollini 2019,road bicycle racing,2019-07-05,Boels Dolmans 2019,2019-07-14,Giro d'Italia Femminile
