col0,col1,col2,col3,col4,col5,col6
statue of Sacred Heart of Jesus Christ,1927-01-01,Aloïs De Beule,Netherlands,Jesus Christ,Eindhoven,Eindhoven
statue of Sacred Heart of Jesus Christ,1927-01-01,Van Bokhoven en Jonkers,Netherlands,Jesus Christ,Breda,Teteringen
statue of Sacred Heart of Jesus Christ,1927-01-01,Petrus Johannes Custers,Netherlands,Jesus Christ,Geertruidenberg,Raamsdonk
statue of Sacred Heart of Jesus Christ,1924-01-01,Petrus Johannes Custers,Netherlands,Jesus Christ,Meierijstad,Nijnsel
statue of Sacred Heart of Jesus Christ,1935-01-01,Charles Vos,Netherlands,Jesus Christ,Maastricht,Boschpoort
statue of Sacred Heart of Jesus Christ,1900-01-01,Jules Déchin,Netherlands,Jesus Christ,Uden,Volkel
statue of Sacred Heart of Jesus Christ,1922-01-01,Petrus Johannes Custers,Netherlands,Jesus Christ,Laarbeek,Donk
statue of Sacred Heart of Jesus Christ,1931-01-01,Jac. Sprenkels,Netherlands,Jesus Christ,Venray,Castenray
statue of Sacred Heart of Jesus Christ,1927-01-01,Petrus Johannes Custers,Netherlands,Jesus Christ,Oosterhout,Oosteind
statue of Sacred Heart of Jesus Christ,1934-01-01,Johannes Petrus Maas,Netherlands,Jesus Christ,Gemert-Bakel,Bakel
statue of Sacred Heart of Jesus Christ,1943-01-01,Henri Jonkers,Netherlands,Jesus Christ,Heumen,Overasselt
