col0,col1,col2,col3,col4,col5
USS Florida,Naval Submarine Base Kings Bay,cruise missile submarine,Tomahawk,Florida,nuclear marine propulsion
USS Georgia,Naval Submarine Base Kings Bay,cruise missile submarine,Tomahawk,Georgia,nuclear marine propulsion
USS Ohio,Naval Base Kitsap,cruise missile submarine,Tomahawk,Ohio,nuclear marine propulsion
USS Michigan,Naval Base Kitsap,cruise missile submarine,Tomahawk,Michigan,turbine
USS George Washington,Pearl Harbor,ballistic missile submarine,UGM-27 Polaris,George Washington,nuclear marine propulsion
USS Henry M. Jackson,Naval Base Kitsap,ballistic missile submarine,UGM-133 Trident II,Henry Martin Jackson,nuclear marine propulsion
USS Pennsylvania,Naval Base Kitsap,ballistic missile submarine,UGM-133 Trident II,Pennsylvania,nuclear marine propulsion
USS West Virginia,Portsmouth Naval Shipyard,ballistic missile submarine,UGM-133 Trident II,West Virginia,nuclear marine propulsion
USS Tennessee,Naval Submarine Base Kings Bay,ballistic missile submarine,UGM-133 Trident II,Tennessee,nuclear marine propulsion
USS Alaska,Naval Submarine Base Kings Bay,ballistic missile submarine,UGM-133 Trident II,Alaska,nuclear marine propulsion
USS Nebraska,Naval Base Kitsap,ballistic missile submarine,UGM-133 Trident II,Nebraska,nuclear marine propulsion
