col0,col1,col2,col3
Spirited Away,Takeshi Seyama,coming-of-age journey,125
Pom Poko,Takeshi Seyama,Japanese mythology,118
Spirited Away,Takeshi Seyama,Japanese mythology,125
The Wind Rises,Takeshi Seyama,aviation,126
Castle in the Sky,Takeshi Seyama,aviation,124
Kiki's Delivery Service,Takeshi Seyama,aviation,103
Castle in the Sky,Hayao Miyazaki,aviation,124
Porco Rosso,Hayao Miyazaki,aviation,92
Pom Poko,Takeshi Seyama,habitat destruction,118
Ghost in the Shell,Shūichi Kakesu,telepresence,79
Paprika,Takeshi Seyama,telepresence,90
Princess Mononoke,Hayao Miyazaki,demon,128
