col0,col1,col2,col3,col4
lead-215,4342.244,215.00466159,bismuth-215,lead
lead-214,-182.769,213.999803788,bismuth-214,lead
lead-213,-3203.532,212.996560867,bismuth-213,lead
lead-212,-7548.85,211.991895975,bismuth-212,lead
lead-211,-10492.948,210.988735356,bismuth-211,lead
lead-210,-14728.502,209.984188,bismuth-210,lead
lead-209,-17614.646,208.981089898,bismuth-209,lead
lead-205,-23770.239,204.974481597,thallium-205,lead
lead-203,-24786.557,202.973390535,thallium-203,lead
lead-202,-25940.614,201.972151604,thallium-202,lead
lead-201,-25271.036,200.972870425,thallium-201,lead
lead-200,-26251.054,199.971818332,thallium-200,lead
lead-199,-25231.804,198.972912542,thallium-199,lead
lead-198,-26067.489,197.972015397,thallium-198,lead
