col0,col1,col2,col3,col4,col5
1957 French Badminton Championships,Paris,1956 French Badminton Championships,1958 French Badminton Championships,national championship,France
1956 French Badminton Championships,Le Havre,1955 French Badminton Championships,1957 French Badminton Championships,national championship,France
1955 French Badminton Championships,Paris,1954 French Badminton Championships,1956 French Badminton Championships,national championship,France
2004 French Badminton Championships,Bordeaux,2003 French Badminton Championships,2005 French Badminton Championships,national championship,France
2001 French Badminton Championships,Lille,2000 French Badminton Championships,2002 French Badminton Championships,national championship,France
1999 French Badminton Championships,Lille,1998 French Badminton Championships,2000 French Badminton Championships,national championship,France
1993 French Badminton Championships,Lille,1992 French Badminton Championships,1994 French Badminton Championships,national championship,France
1991 French Badminton Championships,Lille,1990 French Badminton Championships,1992 French Badminton Championships,national championship,France
1988 French Badminton Championships,Le Havre,1987 French Badminton Championships,1989 French Badminton Championships,national championship,France
1985 French Badminton Championships,Strasbourg,1984 French Badminton Championships,1986 French Badminton Championships,national championship,France
1983 French Badminton Championships,Lyon,1982 French Badminton Championships,1985 French Badminton Championships,national championship,France
1975 French Badminton Championships,Le Havre,1974 French Badminton Championships,1976 French Badminton Championships,national championship,France
