col0,col1,col2,col3,col4
Akacia,22.5,2004-01-01,Madeira,feeder ship
Barmbek,27.2,2005-01-01,Liberia,feeder ship
Baltic Petrel,27.2,2005-01-01,Republic of Cyprus,feeder ship
Reinbek,27.2,2005-01-01,Malta,feeder ship
Eilbek,27.5,2005-01-01,Republic of Cyprus,feeder ship
Adelina D,25.3,2006-01-01,Isle of Man,feeder ship
Bianca Rambow,22.5,2004-01-01,Germany,feeder ship
Vohburg,22,2005-01-01,Antigua and Barbuda,feeder ship
Fenja,22,2003-01-01,Netherlands,feeder ship
Tina,21.3,2003-01-01,Netherlands,feeder ship
X Press Monte Bianco,19.4,2003-01-01,Malta,feeder ship
Samskip Endurance,19,2003-01-01,Antigua and Barbuda,feeder ship
Suderoog,25,2005-01-01,Gibraltar,feeder ship
Norderoog,25,2004-01-01,Gibraltar,feeder ship
Sirrah,19.4,2002-01-01,Netherlands,feeder ship
