col0,col1,col2,col3
Nuits de la Fondation Maeght,Museum of Modern Art,Shandar,jazz
Sukces,Museum of Modern Art,"Polskie Nagrania ""Muza""",soul music
I'm Ready,Museum of Modern Art,Blue Sky Records,blues
Cowboy in Sweden,Museum of Modern Art,LHI Records,baroque pop
Freedom of Choice,Museum of Modern Art,Warner Bros.,new wave
Ball-Hog or Tugboat?,Museum of Modern Art,Columbia Records,alternative rock
Strange Angels,Museum of Modern Art,Warner Bros. Records,avant-garde music
Aretha,Museum of Modern Art,Arista,pop music
What Makes a Man Start Fires?,Museum of Modern Art,SST Records,punk rock
Big Science,Museum of Modern Art,Warner Bros. Records,avant-garde music
Nervous Breakdown,Museum of Modern Art,SST Records,hardcore punk
