col0,col1,col2,col3,col4
2013 Monaco Grand Prix,Nico Rosberg,auto racing,2013-05-26,78
1937 Monaco Grand Prix,Rudolf Caracciola,auto racing,1937-08-08,100
2011 Monaco Grand Prix,Sebastian Vettel,auto racing,2011-05-29,78
2017 Monaco Grand Prix,Kimi Räikkönen,auto racing,2017-05-28,78
2005 Monaco Grand Prix,Kimi Räikkönen,auto racing,2005-05-22,78
2007 Monaco Grand Prix,Fernando Alonso,auto racing,2007-05-27,78
2006 Monaco Grand Prix,Fernando Alonso,auto racing,2006-05-28,78
2009 Monaco Grand Prix,Jenson Button,auto racing,2009-05-24,78
1995 Monaco Grand Prix,Damon Hill,auto racing,1995-05-28,78
1987 Monaco Grand Prix,Nigel Mansell,auto racing,1987-05-31,78
