col0,col1,col2,col3,col4,col5
2014 HW199,Pan-STARRS,15.44,5.9423,27.65,Haleakala Observatory
(523684) 2014 CQ23,Pan-STARRS,8.67,5.7,300.71,Haleakala Observatory
2014 WZ509,Pan-STARRS,15.88,5.42,189.9,Haleakala Observatory
2014 SH349,Pan-STARRS,17.32,5.4,96.7,Haleakala Observatory
(495613) 2015 FG345,Pan-STARRS,36,5.2,296.6,Haleakala Observatory
2014 QF433,Pan-STARRS,4.7,6,60,Haleakala Observatory
(471921) 2013 FC28,Scott S. Sheppard,16.27,5.2,255.8,Cerro Tololo Inter-American Observatory
(385201) 1999 RN215,David Clifford Jewitt,12.41,6.7,142.3,Mauna Kea Observatories
2003 UN284,Marc W. Buie,2.216,7.5,354.6,Kitt Peak National Observatory
(126619) 2002 CX154,Marc W. Buie,15.94,7.1,11.97,Kitt Peak National Observatory
2000 CF105,Marc W. Buie,0.528,7.1,21.91,Kitt Peak National Observatory
(385533) 2004 QD29,Brett J. Gladman,23.85,7,71.2,Mauna Kea
2003 WU188,Marc W. Buie,3.77,5.7,56,Kitt Peak National Observatory
