col0,col1,col2,col3
Hawker,South Australia,1993-01-01,1969-01-01
Bonython,South Australia,2004-01-01,1955-01-01
Angas,South Australia,1934-01-01,1903-01-01
Angas,South Australia,1977-01-01,1949-01-01
Darwin,Tasmania,1955-01-01,1903-01-01
Wilmot,Tasmania,1984-01-01,1903-01-01
Parkes,New South Wales,1969-01-01,1901-01-01
Nepean,New South Wales,1922-01-01,1906-01-01
Lawson,New South Wales,1969-01-01,1949-01-01
Lang,New South Wales,1977-01-01,1901-01-01
Illawarra,New South Wales,1922-01-01,1901-01-01
Gwydir,New South Wales,2007-01-01,1901-01-01
Evans,New South Wales,1977-01-01,1949-01-01
East Sydney,New South Wales,1969-01-01,1901-01-01
Dundas,New South Wales,1993-01-01,1977-01-01
