col0,col1,col2,col3
Line 1,blue,1500 V DC railway electrification,Ningbo Rail Transit
Line 2,red,overhead line,Ningbo Rail Transit
Line 1,blue,overhead line,Ningbo Rail Transit
Karasuma Line,green,overhead line,Kyoto Municipal Subway
Asakusa Line,pink,overhead line,Toei Subway
U2,violet,750 V DC railway electrification,Vienna U-Bahn
U1,red,750 V DC railway electrification,Vienna U-Bahn
U2,violet,third rail,Vienna U-Bahn
U1,red,third rail,Vienna U-Bahn
Madrid Metro Line 11,dark green,1500 V DC railway electrification,Madrid Metro
Arbatsko-Pokrovskaya Line,denim,third rail,Moscow Metro
Filyovskaya Line,cyan,third rail,Moscow Metro
Koltsevaya line,brown,third rail,Moscow Metro
