col0,col1,col2,col3
Camden International Film Festival,2005-01-01,Camden,Camden International Film Festival
Gold Coast Film Festival,2002-01-01,Gold Coast,Gold Coast Film Festival
Ivy Film Festival,2001-01-01,Brown University,Ivy Film Festival
Adelaide Film Festival,2002-01-01,Adelaide,Adelaide Film Festival
Religion Today Filmfestival,1997-01-01,Trento,Religion Today Filmfestival
Israeli Film Festival of Philadelphia,1996-01-01,Philadelphia,Israeli Film Festival of Philadelphia
Chicago International Children's Film Festival,1983-01-01,Chicago,Chicago International Children's Film Festival
Cambridge Film Festival,1977-01-01,Cambridge,Cambridge Film Festival
In the Palace International Short Film Festival,2003-01-01,Sofia,IN THE PALACE International Short Film Festival
Buffer Festival,2013-01-01,Toronto Entertainment District,Buffer Festival
Brussels Film Festival,2002-01-01,Radio House,Brussels Film Festival
