col0,col1,col2,col3,col4
Passeio Alegre,Immovable Cultural Heritage of Public Interest,"Aldoar, Foz do Douro e Nevogilde",urban ensemble,Fountain of Passeio Alegre
Paço do Lumiar,Heritage Ensemble of Public Interest,Lumiar,urban ensemble,Monteiro-Mor Quinta
Conjunto da Avenida dos Aliados,Heritage Ensemble of Public Interest,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",urban ensemble,Liberdade Square
Foz Velha,Heritage Ensemble of Public Interest,"Aldoar, Foz do Douro e Nevogilde",urban ensemble,Capela de Nossa Senhora da Conceição (Foz do Douro)
Historic Centre of Porto,UNESCO World Heritage Site,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",urban ensemble,Dom Luís I Bridge
Santuário de Nossa Senhora da Pedra Mua,Immovable Cultural Heritage of Public Interest,Castelo,urban ensemble,Ermida da Memória (Sesimbra)
Ribeira,Immovable Cultural Heritage of Public Interest,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",urban ensemble,Ribeira Square
Conjunto da Avenida dos Aliados,Heritage Ensemble of Public Interest,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",group of structures or buildings,Liberdade Square
Historic Centre of Porto,UNESCO World Heritage Site,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",group of structures or buildings,Dom Luís I Bridge
Santuário de Nossa Senhora da Pedra Mua,Immovable Cultural Heritage of Public Interest,Castelo,Pilgrimage site,Ermida da Memória (Sesimbra)
Paço do Lumiar,Heritage Ensemble of Public Interest,Lumiar,old town,Monteiro-Mor Quinta
