col0,col1,col2,col3,col4,col5,col6,col7
SDSS J094455.62+313728.2,-23.2,-23.311,14.023,146.2317176592496,-0.00006,540.7159,3500
2MASS J09032690+2505522,5.7,-38.211,15.008,135.862180374844,-0.00017,112.4,3300
SDSS J091949.61-000413.6,-0.8,-133.119,13.782,139.9567250098776,-0.00015,91.7692,2800
SDSS J082118.95+041614.6,20.3,-2.672,14.519,125.3289342693978,0.00009,189.865,3200
SDSS J090017.28+281616.2,56.4,-22.352,15.56,135.072058166708,0.00011,1228.2,3800
SDSS J081432.48+181731.7,72.6,-21.147,13.691,123.6353465921617,0.00025,433.2943,3400
SDSS J085543.61+281610.3,3.2,-15.714,14.01,133.9316836893085,0.00002,395.3,3500
SDSS J082645.73+413554.3,-61,-69.323,14.451,126.6905581971921,-0.00023,169.886,2900
SDSS J072647.46+393900.2,-0.3,-43.306,14.434,111.697773193233,-0.00016,157.4159,2800
SDSS J083744.72+213848.7,-23.6,-28.283,14.517,129.4363385032693,-0.00014,180.9463,2800
SDSS J025336.80-063921.2,-5.5,-58.242,14.89,43.4032844692489,-0.00004,351.8,3200
SDSS J081812.62+293142.2,41.5,-36.941,14.529,124.5525791800593,0.00004,157.4109,3000
SDSS J083613.03+090058.0,13.6,-31.584,13.687,129.0543019574786,0.00006,221.1069,3300
SDSS J103348.54+083122.1,21.3,-62.703,14.24,158.4523844093997,-0.00006,70.137,2700
