col0,col1,col2,col3,col4,col5
Coat of arms of Serbia,crown,2005-08-17,national coat of arms,Serbia,Serbia
Emblem of Ethiopia,pentagram,1996-01-01,national coat of arms,Ethiopia,Ethiopia
Coat of arms of San Marino,mountain,1400-01-01,national coat of arms,San Marino,San Marino
Coat of arms of Montenegro,sceptre,2004-07-12,national coat of arms,Montenegro,Montenegro
Coat of arms of Slovakia,field,1993-01-01,national coat of arms,Slovakia,Slovakia
Coat of Arms of Iran,sword,1980-05-09,national coat of arms,Iran,Iran
National Emblem of the People's Republic of China Mch.,Tiananmen,1950-09-20,national coat of arms,People's Republic of China,People's Republic of China
coat of arms of Croatia,field,1990-12-21,national coat of arms,Croatia,Croatia
coat of arms of Hungary,Holy Crown of Hungary,1990-07-03,national coat of arms,Hungary,Hungary
Coat of arms of the Czech Republic,eagle,1992-12-17,national coat of arms,Czech Republic,Czech Republic
Coat of arms of Slovenia,field,1991-01-01,national coat of arms,Slovenia,Slovenia
Mexican coat of arms,golden eagle,2034-09-16,national coat of arms,Mexico,Mexico
