col0,col1,col2,col3,col4,col5,col6,col7
2017 Volta a Catalunya,Spain,Alberto Contador,2016 Volta a Catalunya,Wanty-Groupe Gobert 2017,Wanty-Groupe Gobert 2017,Alejandro Valverde,2.UWT
2016 Volta a Catalunya,Spain,Chris Froome,2015 Volta a Catalunya,BMC Racing 2016,BMC Racing 2016,Alberto Contador,2.UWT
2017 Volta a Catalunya,Spain,Alberto Contador,2016 Volta a Catalunya,Wanty-Groupe Gobert 2017,Wanty-Groupe Gobert 2017,Alejandro Valverde,Volta a Catalunya
2016 Volta a Catalunya,Spain,Chris Froome,2015 Volta a Catalunya,BMC Racing 2016,BMC Racing 2016,Alberto Contador,Volta a Catalunya
2015 Volta a Catalunya,Spain,Wilco Kelderman,2014 Volta a Catalunya,Lotto NL-Jumbo 2015,Domenico Pozzovivo,Domenico Pozzovivo,Volta a Catalunya
2017 Volta a Catalunya,Spain,Alberto Contador,2016 Volta a Catalunya,Wanty-Groupe Gobert 2017,AG2R La Mondiale 2017,Natnael Berhane,Volta a Catalunya
2015 Volta a Catalunya,Spain,Alberto Contador,2014 Volta a Catalunya,AG2R La Mondiale 2015,Domenico Pozzovivo,Rudy Molard,Volta a Catalunya
2017 Volta a Catalunya,Spain,Alberto Contador,2016 Volta a Catalunya,Bahrain-Merida 2017,Movistar 2017,Alejandro Valverde,Volta a Catalunya
2016 Volta a Catalunya,Spain,Alberto Contador,2015 Volta a Catalunya,AG2R La Mondiale 2016,AG2R La Mondiale 2016,Alberto Contador,Volta a Catalunya
2017 Volta a Catalunya,Spain,Alberto Contador,2016 Volta a Catalunya,Bahrain-Merida 2017,Movistar 2017,Thomas De Gendt,Volta a Catalunya
2016 Volta a Catalunya,Spain,Alberto Contador,2015 Volta a Catalunya,FDJ 2016,AG2R La Mondiale 2016,Tejay van Garderen,Volta a Catalunya
