col0,col1,col2,col3,col4
Phylactery of saint Hubert,anonymous,1230-01-01,silver,King Baudouin Foundation
Reliquary of the rub of Saint Peter,Hugo d'Oignies,1238-01-01,silver,King Baudouin Foundation
Foot reliquary of Saint Blaise,anonymous,1260-01-01,gold,King Baudouin Foundation
Foot reliquary of Saint James Major,anonymous,1250-01-01,gold,King Baudouin Foundation
Reliquary of the virgin's milk,anonymous,1243-01-01,gold,King Baudouin Foundation
Reliquary-vase,Hugo d'Oignies,1228-01-01,gold,King Baudouin Foundation
Reliquary of the rub of Saint Peter,Hugo d'Oignies,1238-01-01,gold,King Baudouin Foundation
Foot reliquary of Saint Blaise,anonymous,1260-01-01,copper,King Baudouin Foundation
Foot reliquary of Saint James Major,anonymous,1250-01-01,copper,King Baudouin Foundation
Reliquary of the virgin's milk,anonymous,1243-01-01,copper,King Baudouin Foundation
Reliquary-vase,Hugo d'Oignies,1228-01-01,copper,King Baudouin Foundation
Foot reliquary of Saint James Major,anonymous,1250-01-01,wood,King Baudouin Foundation
Second phylactery of Saint Andre,anonymous,1230-01-01,wood,King Baudouin Foundation
Phylactery of saint Hubert,anonymous,1230-01-01,wood,King Baudouin Foundation
