col0,col1,col2,col3,col4,col5,col6
Fiji,911,Republic of Fiji,God Bless Fiji,Culture of Fiji,9574.879,Fiji
Papua New Guinea,112,Independent State of Papua New Guinea,"O Arise, All You Sons",culture of Papua New Guinea,4207.707,Papua New Guinea
Vanuatu,112,Republic of Vanuatu,"Yumi, Yumi",culture of Vanuatu,3214.639,Vanuatu
Samoa,999,Independent State of Samoa,The Banner of Freedom,culture of Samoa,6640.7,Samoa
India,112,Republic of India,Jana Gana Mana,culture of India,7166.202,India
Jamaica,911,Jamaica,God Save the Queen,culture of Jamaica,9065.612,Jamaica
Saint Lucia,911,Saint Lucia,Sons and Daughters of Saint Lucia,culture of Saint Lucia,13985.955,Saint Lucia
Saint Kitts and Nevis,911,Federation of Saint Kitts and Nevis,O Land of Beauty!,culture of Saint Kitts and Nevis,28636.363,Saint Kitts and Nevis
Guyana,911,Co-operative Republic of Guyana,"Dear Land of Guyana, of Rivers and Plains",culture of Guyana,8179.923,Guyana
Australia,000,Australia,Advance Australia Fair,culture of Australia,49378.28,Australia
Dominica,999,Commonwealth of Dominica,"Isle of Beauty, Isle of Splendour",culture of Dominica,10037.426,Dominica
Bahamas,919,Commonwealth of the Bahamas,God Save the Queen,culture of the Bahamas,30494.746,Bahamas
United Kingdom,112,United Kingdom of Great Britain and Northern Ireland,God Save the Queen,culture of the United Kingdom,44920.452,United Kingdom
Kenya,112,Republic of Kenya,Ee Mungu Nguvu Yetu,culture of Kenya,3292.404,Kenya
Gambia,112,Republic of The Gambia,For The Gambia Our Homeland,culture of Gambia,1699.115,Gambia
