col0,col1,col2,col3
Blepharo-cheilo-odontic syndrome,CDH1,syndrome,disease
high myopia-sensorineural deafness syndrome,SLITRK6,syndromic genetic deafness,disease
"Neurogenic scapuloperoneal syndrome, Kaeser type",DES,qualitative or quantitative defects of desmin,disease
Myhre syndrome,SMAD4,multiple abnormalities,developmental defect during embryogenesis
progressive pseudorheumatoid arthropathy of childhood,CCN6,genetic disease,developmental defect during embryogenesis
"spondylometaphyseal dysplasia, Kozlowski type",TRPV4,spondylometaphyseal dysplasia,developmental defect during embryogenesis
Stüve-Wiedemann syndrome,LIFR,bent bone dysplasia,developmental defect during embryogenesis
"Platyspondylic lethal skeletal dysplasia, Torrance type",COL2A1,thanatophoric dysplasia,developmental defect during embryogenesis
Lenz microphthalmia syndrome,NAA10,Syndromic microphthalmia,developmental defect during embryogenesis
Myhre syndrome,SMAD4,multiple abnormalities,hereditary disorder
