col0,col1,col2,col3
STS-51-G,Kennedy Space Center Launch Complex 39,1985-06-24,Steven R. Nagel
STS-41-C,Kennedy Space Center Launch Complex 39,1984-04-13,Terry Hart
STS-51-G,Kennedy Space Center Launch Complex 39,1985-06-24,John M. Fabian
STS-26,Kennedy Space Center Launch Complex 39,1988-10-03,Frederick Hauck
STS-51-D,Kennedy Space Center Launch Complex 39,1985-04-19,Jeffrey A. Hoffman
STS-51-G,Kennedy Space Center Launch Complex 39,1985-06-24,John Oliver Creighton
STS-51-D,Kennedy Space Center Launch Complex 39,1985-04-19,Donald E. Williams
STS-99,Kennedy Space Center Launch Complex 39,2000-02-22,Dominic L. Pudwill Gorie
Soyuz TMA-02M,Baikonur Cosmodrome,2011-11-22,Satoshi Furukawa
STS-97,Kennedy Space Center Launch Complex 39,2000-12-11,Michael J. Bloomfield
STS-101,Kennedy Space Center Launch Complex 39,2000-05-29,Scott J. Horowitz
STS-97,Kennedy Space Center Launch Complex 39,2000-12-11,Marc Garneau
STS-51-I,Kennedy Space Center Launch Complex 39,1985-09-03,Richard O. Covey
STS-26,Kennedy Space Center Launch Complex 39,1988-10-03,Richard O. Covey
STS-118,Kennedy Space Center Launch Complex 39,2007-08-21,Alvin Drew
