col0,col1,col2,col3,col4,col5,col6
Super Bowl XXIX,Los Angeles Chargers,Hard Rock Stadium,Super Bowl XXVIII,Super Bowl,United States of America,Super Bowl XXX
Super Bowl VI,Dallas Cowboys,Tulane Stadium,Super Bowl V,Super Bowl,United States of America,Super Bowl VII
Super Bowl III,New York Jets,Miami Orange Bowl,Super Bowl II,Super Bowl,United States of America,Super Bowl IV
Super Bowl XLIII,Pittsburgh Steelers,Raymond James Stadium,Super Bowl XLII,Super Bowl,United States of America,Super Bowl XLIV
Super Bowl XV,Philadelphia Eagles,Mercedes-Benz Superdome,Super Bowl XIV,Super Bowl,United States of America,Super Bowl XVI
Super Bowl XXXII,Green Bay Packers,SDCCU Stadium,Super Bowl XXXI,Super Bowl,United States of America,Super Bowl XXXIII
Super Bowl XII,Dallas Cowboys,Mercedes-Benz Superdome,Super Bowl XI,Super Bowl,United States of America,Super Bowl XIII
Super Bowl XXXV,New York Giants,Raymond James Stadium,Super Bowl XXXIV,Super Bowl,United States of America,Super Bowl XXXVI
Super Bowl XXVIII,Dallas Cowboys,Georgia Dome,Super Bowl XXVII,Super Bowl,United States of America,Super Bowl XXIX
Super Bowl X,Pittsburgh Steelers,Miami Orange Bowl,Super Bowl IX,Super Bowl,United States of America,Super Bowl XI
Super Bowl XI,Minnesota Vikings,Rose Bowl,Super Bowl X,Super Bowl,United States of America,Super Bowl XII
Super Bowl XLV,Pittsburgh Steelers,AT&T Stadium,Super Bowl XLIV,Super Bowl,United States of America,Super Bowl XLVI
Super Bowl XXXIV,Tennessee Titans,Georgia Dome,Super Bowl XXXIII,Super Bowl,United States of America,Super Bowl XXXV
