col0,col1,col2,col3,col4,col5
V* V453 Tau,-46.345,15.498,137.114,5.235197,51000
G 253-6,-599.348,7.912,13.0972,-5.204,316000
HD 24916,-185.616,8.014,15.301,3.64,31600
BD+08 102,-69.4,10.219,73.3643,18.64,51000000
V* V870 Tau,-46.865,16.14,130.9243,5.564002,51000
V* V346 Tau,-47.801,14.84,119.8926,2.456767,70000
HD 120476B,-462.735,8.01,13.4763,-21.7,39000
V* V825 Ori,0.96,15.192,376.6762,27.590326,11720
V* V564 Ori,0.316,16.12,363.4249,25.470531,26500
V* V760 Ori,0.403,16.97,385.3119,26.03333,14060
V* V1124 Ori,-0.107,15.252,356.3665,27.627266,14450
V* V1019 Ori,-0.086,16.188,382.3946,23.66898,17460
V* V943 Ori,1.143,11.238,400.5929,28.161863,9420
Brun 960,0.326,15.16,381.694,27.349575,25000
V* V733 Ori,-0.322,16.77,341.4251,8.440866,14800
