col0,col1,col2,col3,col4,col5,col6,col7
2010 Cup of Russia,Rostelecom,2010-11-21,2010-11-01,2010–11 ISU Grand Prix of Figure Skating,Cup of Russia,figure skating,2010 Cup of Russia - men's singles
2009 Rostelecom Cup,Rostelecom,2009-10-25,2009-10-01,2009–10 ISU Grand Prix of Figure Skating,Cup of Russia,figure skating,2009 Cup of Russia - men's singles
2010 Cup of China,Samsung Anycall,2010-11-07,2010-11-01,2010–11 ISU Grand Prix of Figure Skating,Cup of China,figure skating,2010 Cup of China - men's singles
2009 Cup of China,Samsung Anycall,2009-11-01,2009-01-01,2009–10 ISU Grand Prix of Figure Skating,Cup of China,figure skating,2009 Cup of China - men's singles
2006 Skate Canada International,HomeSense,2006-11-05,2006-11-01,2006–07 ISU Grand Prix of Figure Skating,Skate Canada International,figure skating,2006 Skate Canada International - men's singles
2004 Skate Canada International,Mastercard,2004-10-31,2004-10-01,2004–05 ISU Grand Prix of Figure Skating,Skate Canada International,figure skating,2004 Skate Canada International - ladies' singles
2005 Skate Canada International,Mastercard,2005-10-30,2005-10-01,2005–06 ISU Grand Prix of Figure Skating,Skate Canada International,figure skating,2005 Skate Canada International - ladies' singles
2006 Cup of Russia,Bosco Sport,2006-11-26,2006-11-01,2006–07 ISU Grand Prix of Figure Skating,Cup of Russia,figure skating,2006 Cup of Russia - ladies' singles
2007 Skate Canada International,HomeSense,2007-11-04,2007-11-01,2007–08 ISU Grand Prix of Figure Skating,Skate Canada International,figure skating,2007 Skate Canada International - ladies' singles
2006 Cup of Russia,Bosco Sport,2006-11-26,2006-11-01,2006–07 ISU Grand Prix of Figure Skating,Cup of Russia,figure skating,2006 Cup of Russia - men's singles
2007 Skate Canada International,HomeSense,2007-11-04,2007-11-01,2007–08 ISU Grand Prix of Figure Skating,Skate Canada International,figure skating,2007 Skate Canada International - men's singles
2005 Skate Canada International,Mastercard,2005-10-30,2005-10-01,2005–06 ISU Grand Prix of Figure Skating,Skate Canada International,figure skating,2005 Skate Canada International - men's singles
2004 Skate Canada International,Mastercard,2004-10-31,2004-10-01,2004–05 ISU Grand Prix of Figure Skating,Skate Canada International,figure skating,2004 Skate Canada International - men's singles
2017 Cup of China,Audi,2017-11-05,2017-11-01,2017–18 ISU Grand Prix of Figure Skating,Cup of China,figure skating,2017 Cup of China - men's singles
2004 Skate America,Smart Ones,2004-10-24,2004-10-01,2004–05 ISU Grand Prix of Figure Skating,Skate America,figure skating,2004 Skate America - ladies' singles
