col0,col1,col2,col3,col4,col5,col6
Kusmah District,Yemen,8843,35424,Raymah Governorate,355,Yāmin
Sahar District,Yemen,15320,65196,Saada Governorate,742,Wādī ‘Alāf
Manakhah District,Yemen,12086,39991,Sana'a Governorate,1402,Lahāb
Qa'atabah District,Yemen,10489,44530,Ad Dali' Governorate,681,Qa‘ţabah
Qatabir District,Yemen,3324,10705,Saada Governorate,193,Qaţābir
Sahar District,Yemen,15320,65196,Saada Governorate,742,Farwah wa al Mahādhir
Amran District,Yemen,12322,45697,'Amran Governorate,11940,‘Amrān
Al Miftah District,Yemen,4300,15675,Hajjah Governorate,154.9,‘Ulkamah
Qa'atabah District,Yemen,10489,44530,Ad Dali' Governorate,681,‘Asāf Murays
Sayhut District,Yemen,1653,5593,Al Mahrah Governorate,2667,‘Atāb
Kusmah District,Yemen,8843,35424,Raymah Governorate,355,Z̧alamalam
Shaharah District,Yemen,5484,21931,'Amran Governorate,175.6,Shahārah
Kusmah District,Yemen,8843,35424,Raymah Governorate,355,Sha‘f
