col0,col1,col2,col3,col4
Galway City Museum,Spanish Arch,2006-01-01,Ireland,city museum
Jakob Smits Museum,Mol,1977-02-19,Belgium,city museum
Museum of Copenhagen,Copenhagen Municipality,1787-01-01,Denmark,city museum
Stadtmuseum Düsseldorf,Düsseldorf,1874-01-01,Germany,city museum
York Castle Museum,City of York,1938-01-01,United Kingdom,city museum
Stockholm City Museum,Stockholm Municipality,1937-01-01,Sweden,city museum
Stadtmuseum Münster,Münster,1979-01-01,Germany,city museum
Museum of Köln city,Altstadt-Nord,1888-08-14,Germany,city museum
Munich Stadtmuseum,Altstadt-Lehel,1888-01-01,Germany,city museum
Alte Lateinschule,Alfeld,1928-01-01,Germany,city museum
Windsor's Community Museum,Windsor,1958-01-01,Canada,city museum
