col0,col1,col2,col3,col4,col5
2018 Coupe Banque Nationale,National Bank Cup,PEPS,tennis,Canada,Women's Tennis Association
2017 Coupe Banque Nationale,National Bank Cup,PEPS,tennis,Canada,Women's Tennis Association
2016 Coupe Banque Nationale,National Bank Cup,PEPS,tennis,Canada,Women's Tennis Association
2015 Coupe Banque Nationale,National Bank Cup,PEPS,tennis,Canada,Women's Tennis Association
2014 Coupe Banque Nationale,National Bank Cup,PEPS,tennis,Canada,Women's Tennis Association
Bell Challenge 2013,National Bank Cup,PEPS,tennis,Canada,Women's Tennis Association
2006 Challenge Bell,National Bank Cup,PEPS,tennis,Canada,Women's Tennis Association
2005 Challenge Bell,National Bank Cup,PEPS,tennis,Canada,Women's Tennis Association
2004 Challenge Bell,National Bank Cup,Quebec City,tennis,Canada,Women's Tennis Association
2001 Challenge Bell,National Bank Cup,Quebec City,tennis,Canada,Women's Tennis Association
1996 Bell Challenge,National Bank Cup,Quebec City,tennis,Canada,Women's Tennis Association
2000 Challenge Bell,National Bank Cup,Quebec City,tennis,Canada,Women's Tennis Association
